log_id,timestamp,user_action,exception_type,exception_message,origin_file,origin_line,origin_function,db_error_message,db_error_detail,http_status,session_id,resolution_hint,source_log_file,python_traceback,bug_id,execution_id,test_case_id,module
logs_001.txt:693,1977-06-04T12:03:48,The background job processed the POS receipt due to missing configuration settings.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/payroll/models/record.py,204,action_confirm,"duplicate key value violates unique constraint ""payroll_unique_id""",Key (name)=(Test_Record_001) already exists.,404,6edf1ac4-54e2-4811-88f9-3926ac42e7e7,The warehouse operator configured the incoming shipment after verifying the related documents.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/payroll/models/record.py"", line 204, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2615, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-000481,EXEC-001656,TC-018300,Payroll
logs_001.txt:694,1977-03-09T10:00:05,The background job validated the POS receipt but encountered a permission error.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/purchase/models/record.py,169,action_confirm,"duplicate key value violates unique constraint ""purchase_unique_id""",Key (name)=(Test_Record_001) already exists.,403,835e23bc-ba93-4e57-a0ed-f5d2784ee4bf,The manager updated the employee record while ensuring all mandatory fields were populated.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/purchase/models/record.py"", line 169, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2485, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-005364,EXEC-003557,TC-010857,Purchase
logs_001.txt:695,2021-07-07T13:59:16,The user rejected the subscription renewal but the system raised a validation exception.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/website/models/record.py,450,action_confirm,"duplicate key value violates unique constraint ""website_unique_id""",Key (name)=(Test_Record_001) already exists.,500,728e075f-5a18-464e-a84e-40ae8c098a87,The sales representative escalated the subscription renewal triggering a workflow notification.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/website/models/record.py"", line 450, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1487, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-006644,EXEC-008302,TC-017581,Website
logs_001.txt:696,2002-06-11T22:24:16,The background job escalated the manufacturing order after verifying the related documents.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/crm/models/record.py,471,action_confirm,"duplicate key value violates unique constraint ""crm_unique_id""",Key (name)=(Test_Record_001) already exists.,400,609114d0-7e1f-46b7-a3c2-a76db881a23e,The warehouse operator processed the POS receipt triggering a workflow notification.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/crm/models/record.py"", line 471, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1777, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-000228,EXEC-010678,TC-011557,CRM
logs_001.txt:697,2000-10-23T04:55:15,The API endpoint deleted the manufacturing order while ensuring all mandatory fields were populated.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/sales/models/record.py,156,action_confirm,"duplicate key value violates unique constraint ""sales_unique_id""",Key (name)=(Test_Record_001) already exists.,404,0286b7ff-2b05-419e-a665-a36eb7232818,The system rejected the subscription renewal after verifying the related documents.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/sales/models/record.py"", line 156, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1310, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-001010,EXEC-018663,TC-010148,Sales
logs_001.txt:698,2003-10-25T20:36:23,The manager validated the invoice but encountered a permission error.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/rental/models/record.py,416,action_confirm,"duplicate key value violates unique constraint ""rental_unique_id""",Key (name)=(Test_Record_001) already exists.,403,ee701ff4-4ffa-40e2-96d4-9ccd011d37d0,The background job verified the employee record after verifying the related documents.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/rental/models/record.py"", line 416, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1451, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-005474,EXEC-004101,TC-017223,Rental
logs_001.txt:699,1972-09-08T01:20:54,The background job processed the incoming shipment but the system raised a validation exception.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/documents/models/record.py,212,action_confirm,"duplicate key value violates unique constraint ""documents_unique_id""",Key (name)=(Test_Record_001) already exists.,502,e7881c25-af16-453f-9cdb-ea50913a3465,The sales representative escalated the employee record but encountered a permission error.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/documents/models/record.py"", line 212, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2853, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-008929,EXEC-004466,TC-018498,Documents
logs_001.txt:700,1973-02-08T08:04:36,The background job configured the POS receipt triggering a workflow notification.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/quality/models/record.py,35,action_confirm,"duplicate key value violates unique constraint ""quality_unique_id""",Key (name)=(Test_Record_001) already exists.,403,c43ebacc-eb2f-4abb-8cd6-39ed6e85a7cb,The sales representative validated the POS receipt but the system raised a validation exception.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/quality/models/record.py"", line 35, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2070, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-001842,EXEC-018436,TC-004693,Quality
logs_001.txt:701,1994-03-27T04:31:11,The background job escalated the incoming shipment triggering a workflow notification.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/rental/models/record.py,116,action_confirm,"duplicate key value violates unique constraint ""rental_unique_id""",Key (name)=(Test_Record_001) already exists.,404,43d000c4-5362-4744-a645-d60f2ca840bb,The sales representative configured the invoice but the system raised a validation exception.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/rental/models/record.py"", line 116, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2809, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-004760,EXEC-003488,TC-004656,Rental
logs_001.txt:702,1981-09-16T17:03:05,The sales representative validated the incoming shipment after verifying the related documents.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/crm/models/record.py,313,action_confirm,"duplicate key value violates unique constraint ""crm_unique_id""",Key (name)=(Test_Record_001) already exists.,400,c7e8cc0a-f64d-495e-bfa6-f3ce14253b14,The manager deleted the invoice triggering a workflow notification.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/crm/models/record.py"", line 313, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1405, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-009353,EXEC-011593,TC-018403,CRM
logs_001.txt:703,1995-09-22T02:39:11,The user validated the transfer triggering a workflow notification.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/inventory/models/record.py,195,action_confirm,"duplicate key value violates unique constraint ""inventory_unique_id""",Key (name)=(Test_Record_001) already exists.,400,0a7dbf36-ff2f-4009-b5fe-6cb8f72d38f9,The background job deleted the invoice triggering a workflow notification.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/inventory/models/record.py"", line 195, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2931, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-000867,EXEC-001484,TC-004834,Inventory
logs_001.txt:704,1974-12-28T01:05:03,The background job escalated the manufacturing order after verifying the related documents.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/accounting/models/record.py,360,action_confirm,"duplicate key value violates unique constraint ""accounting_unique_id""",Key (name)=(Test_Record_001) already exists.,400,6513cd31-2421-4a7c-aecb-da87db81caec,The system rejected the invoice but encountered a permission error.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/accounting/models/record.py"", line 360, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2394, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-008118,EXEC-015215,TC-004297,Accounting
logs_001.txt:705,2012-09-16T05:48:45,The warehouse operator calculated the POS receipt due to missing configuration settings.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/crm/models/record.py,267,action_confirm,"duplicate key value violates unique constraint ""crm_unique_id""",Key (name)=(Test_Record_001) already exists.,500,d96a3029-3dc6-4746-a8ab-4eec5861a70f,The user escalated the transfer after verifying the related documents.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/crm/models/record.py"", line 267, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1526, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-002461,EXEC-015052,TC-009409,CRM
logs_001.txt:706,2024-07-08T10:31:49,The background job attempted to confirm the manufacturing order but the system raised a validation exception.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/hr/models/record.py,492,action_confirm,"duplicate key value violates unique constraint ""hr_unique_id""",Key (name)=(Test_Record_001) already exists.,404,19616c87-651a-4890-a5bd-babbde3f89b4,The manager escalated the invoice and successfully completed the transaction.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/hr/models/record.py"", line 492, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2973, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-004979,EXEC-008551,TC-006793,HR
logs_001.txt:707,2014-11-15T22:57:57,The API endpoint verified the POS receipt triggering a workflow notification.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/manufacturing/models/record.py,398,action_confirm,"duplicate key value violates unique constraint ""manufacturing_unique_id""",Key (name)=(Test_Record_001) already exists.,503,aa75a815-253f-41d1-a9e6-345d2798a8bb,The background job escalated the manufacturing order but the system raised a validation exception.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/manufacturing/models/record.py"", line 398, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1458, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-003685,EXEC-009466,TC-005583,Manufacturing
logs_001.txt:708,1979-01-09T15:19:37,The background job deleted the subscription renewal and successfully completed the transaction.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/documents/models/record.py,170,action_confirm,"duplicate key value violates unique constraint ""documents_unique_id""",Key (name)=(Test_Record_001) already exists.,500,beb888ba-e82b-447d-8750-9c2a8e75587c,The background job calculated the subscription renewal after verifying the related documents.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/documents/models/record.py"", line 170, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2276, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-003395,EXEC-017386,TC-011967,Documents
logs_001.txt:709,1985-08-09T02:25:58,The accountant escalated the incoming shipment and successfully completed the transaction.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/maintenance/models/record.py,21,action_confirm,"duplicate key value violates unique constraint ""maintenance_unique_id""",Key (name)=(Test_Record_001) already exists.,503,76e172ed-fd98-4611-a1fa-72fd3ac087ac,The background job escalated the manufacturing order which resulted in an AccessError.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/maintenance/models/record.py"", line 21, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1439, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-009622,EXEC-003536,TC-019884,Maintenance
logs_001.txt:710,2010-07-18T02:56:45,The user validated the incoming shipment after verifying the related documents.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/knowledge/models/record.py,241,action_confirm,"duplicate key value violates unique constraint ""knowledge_unique_id""",Key (name)=(Test_Record_001) already exists.,404,dadeae47-bc9b-41fa-b4f2-f4728fe996b7,The system updated the subscription renewal which resulted in an AccessError.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/knowledge/models/record.py"", line 241, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2796, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-004487,EXEC-011475,TC-015646,Knowledge
logs_001.txt:711,2022-02-26T05:27:29,The sales representative configured the incoming shipment which resulted in an AccessError.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/website/models/record.py,316,action_confirm,"duplicate key value violates unique constraint ""website_unique_id""",Key (name)=(Test_Record_001) already exists.,502,dc8759ca-beb9-40b0-8d69-f6bb5fbfd5bf,The manager validated the invoice which resulted in an AccessError.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/website/models/record.py"", line 316, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2481, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-008840,EXEC-007040,TC-018361,Website
logs_001.txt:712,1980-06-15T21:57:14,The accountant verified the invoice after verifying the related documents.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/knowledge/models/record.py,310,action_confirm,"duplicate key value violates unique constraint ""knowledge_unique_id""",Key (name)=(Test_Record_001) already exists.,400,b8e72e27-7d3f-4e8d-893d-6e257634c9fb,The manager updated the transfer triggering a workflow notification.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/knowledge/models/record.py"", line 310, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2090, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-003002,EXEC-000329,TC-012409,Knowledge
logs_001.txt:713,2006-09-29T03:31:32,The background job attempted to confirm the incoming shipment after verifying the related documents.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/maintenance/models/record.py,405,action_confirm,"duplicate key value violates unique constraint ""maintenance_unique_id""",Key (name)=(Test_Record_001) already exists.,403,6b4ee1a9-88a3-4e44-8f96-ea8c6dbe83b0,The sales representative validated the POS receipt and successfully completed the transaction.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/maintenance/models/record.py"", line 405, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1018, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-004318,EXEC-008584,TC-001505,Maintenance
logs_001.txt:714,1973-10-14T18:33:31,The manager rejected the manufacturing order while ensuring all mandatory fields were populated.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/subscriptions/models/record.py,192,action_confirm,"duplicate key value violates unique constraint ""subscriptions_unique_id""",Key (name)=(Test_Record_001) already exists.,500,4ab849b5-29fa-44e1-9b8a-b97e9277f45c,The background job attempted to confirm the manufacturing order and successfully completed the transaction.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/subscriptions/models/record.py"", line 192, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2503, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-000825,EXEC-005009,TC-001594,Subscriptions
logs_001.txt:715,1986-03-19T16:31:34,The manager attempted to confirm the incoming shipment but the system raised a validation exception.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/manufacturing/models/record.py,282,action_confirm,"duplicate key value violates unique constraint ""manufacturing_unique_id""",Key (name)=(Test_Record_001) already exists.,503,10f6d662-aafb-4cd4-9145-fc45962f4900,The background job configured the employee record and successfully completed the transaction.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/manufacturing/models/record.py"", line 282, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2159, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-006651,EXEC-014903,TC-019290,Manufacturing
logs_001.txt:716,1972-03-31T06:24:07,The system updated the invoice due to missing configuration settings.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/website/models/record.py,342,action_confirm,"duplicate key value violates unique constraint ""website_unique_id""",Key (name)=(Test_Record_001) already exists.,502,731b0ed1-f897-410b-a165-0d7b2b945880,The system updated the POS receipt but encountered a permission error.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/website/models/record.py"", line 342, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2028, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-003761,EXEC-014128,TC-002709,Website
logs_001.txt:717,1970-07-14T23:14:43,The user configured the manufacturing order but the system raised a validation exception.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/rental/models/record.py,483,action_confirm,"duplicate key value violates unique constraint ""rental_unique_id""",Key (name)=(Test_Record_001) already exists.,400,886cd6df-dac9-40d0-99b7-e1a8b025a788,The user escalated the subscription renewal triggering a workflow notification.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/rental/models/record.py"", line 483, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2717, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-005292,EXEC-009462,TC-001557,Rental
logs_001.txt:718,1973-01-09T09:23:34,The manager validated the POS receipt but encountered a permission error.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/studio/models/record.py,283,action_confirm,"duplicate key value violates unique constraint ""studio_unique_id""",Key (name)=(Test_Record_001) already exists.,500,037e20f5-137b-435a-93b2-dc67de454c55,The API endpoint calculated the invoice while ensuring all mandatory fields were populated.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/studio/models/record.py"", line 283, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2247, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-000559,EXEC-010011,TC-000560,Studio
logs_001.txt:719,2002-06-16T09:55:07,The sales representative deleted the POS receipt which resulted in an AccessError.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/accounting/models/record.py,274,action_confirm,"duplicate key value violates unique constraint ""accounting_unique_id""",Key (name)=(Test_Record_001) already exists.,404,08631d84-b1b7-474f-8028-9b1c7aabc87b,The API endpoint attempted to confirm the subscription renewal triggering a workflow notification.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/accounting/models/record.py"", line 274, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1908, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-001238,EXEC-005716,TC-016780,Accounting
logs_001.txt:720,1990-02-24T07:51:10,The sales representative calculated the subscription renewal and successfully completed the transaction.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/manufacturing/models/record.py,395,action_confirm,"duplicate key value violates unique constraint ""manufacturing_unique_id""",Key (name)=(Test_Record_001) already exists.,404,7ccc5477-2f74-4dd7-80cc-2ebdb2a5c571,The manager escalated the employee record due to missing configuration settings.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/manufacturing/models/record.py"", line 395, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1858, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-001678,EXEC-001642,TC-007557,Manufacturing
logs_001.txt:721,2000-06-03T05:40:12,The warehouse operator updated the subscription renewal which resulted in an AccessError.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/maintenance/models/record.py,183,action_confirm,"duplicate key value violates unique constraint ""maintenance_unique_id""",Key (name)=(Test_Record_001) already exists.,502,353adb43-f5a5-4f9c-b82d-28a44d880acb,The API endpoint updated the invoice due to missing configuration settings.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/maintenance/models/record.py"", line 183, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2098, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-002435,EXEC-003860,TC-014210,Maintenance
logs_001.txt:722,2009-08-20T00:16:41,The warehouse operator updated the employee record triggering a workflow notification.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/documents/models/record.py,155,action_confirm,"duplicate key value violates unique constraint ""documents_unique_id""",Key (name)=(Test_Record_001) already exists.,403,19d15a07-7d4e-43c5-a903-685051ee04d0,The accountant rejected the transfer which resulted in an AccessError.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/documents/models/record.py"", line 155, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2894, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-003595,EXEC-019948,TC-012338,Documents
logs_001.txt:723,2025-07-25T04:08:27,The manager verified the manufacturing order and successfully completed the transaction.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/ecommerce/models/record.py,356,action_confirm,"duplicate key value violates unique constraint ""ecommerce_unique_id""",Key (name)=(Test_Record_001) already exists.,502,75825aa1-3e6d-4f49-8dbd-bcd92af617e0,The sales representative attempted to confirm the manufacturing order due to missing configuration settings.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/ecommerce/models/record.py"", line 356, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1943, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-000175,EXEC-007489,TC-000718,eCommerce
logs_001.txt:724,1987-06-25T08:18:22,The user deleted the incoming shipment which resulted in an AccessError.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/manufacturing/models/record.py,463,action_confirm,"duplicate key value violates unique constraint ""manufacturing_unique_id""",Key (name)=(Test_Record_001) already exists.,404,d1643778-2d78-4444-83f6-df1baec3b353,The background job deleted the subscription renewal after verifying the related documents.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/manufacturing/models/record.py"", line 463, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2652, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-009193,EXEC-008094,TC-014954,Manufacturing
logs_001.txt:725,1971-06-14T21:40:02,The manager updated the incoming shipment triggering a workflow notification.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/payroll/models/record.py,455,action_confirm,"duplicate key value violates unique constraint ""payroll_unique_id""",Key (name)=(Test_Record_001) already exists.,502,3bb54935-1b51-4249-8fb3-1a00edbe4670,The accountant deleted the transfer but encountered a permission error.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/payroll/models/record.py"", line 455, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1164, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-006169,EXEC-012094,TC-001750,Payroll
logs_001.txt:726,2001-11-03T16:31:09,The warehouse operator attempted to confirm the incoming shipment due to missing configuration settings.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/purchase/models/record.py,493,action_confirm,"duplicate key value violates unique constraint ""purchase_unique_id""",Key (name)=(Test_Record_001) already exists.,503,b17d5b7d-5329-4aa5-88f0-ec14bc49f0fc,The accountant attempted to confirm the transfer which resulted in an AccessError.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/purchase/models/record.py"", line 493, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1991, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-005197,EXEC-008543,TC-007648,Purchase
logs_001.txt:727,2016-07-26T04:49:59,The background job attempted to confirm the subscription renewal and successfully completed the transaction.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/sales/models/record.py,135,action_confirm,"duplicate key value violates unique constraint ""sales_unique_id""",Key (name)=(Test_Record_001) already exists.,500,13a85479-2ea7-4cd4-9417-238bb93509a7,The accountant calculated the transfer which resulted in an AccessError.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/sales/models/record.py"", line 135, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1671, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-008291,EXEC-002918,TC-001525,Sales
logs_001.txt:728,1994-12-02T05:12:17,The API endpoint validated the employee record and successfully completed the transaction.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/rental/models/record.py,305,action_confirm,"duplicate key value violates unique constraint ""rental_unique_id""",Key (name)=(Test_Record_001) already exists.,500,8ba1a64c-067b-4bf9-a7aa-045c3f38cc03,The background job escalated the incoming shipment due to missing configuration settings.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/rental/models/record.py"", line 305, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2880, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-000769,EXEC-016095,TC-014928,Rental
logs_001.txt:729,2007-11-01T14:23:40,The warehouse operator escalated the employee record but encountered a permission error.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/project/models/record.py,410,action_confirm,"duplicate key value violates unique constraint ""project_unique_id""",Key (name)=(Test_Record_001) already exists.,502,095e9f34-ef5b-4294-a2b3-14f99b44f15f,The API endpoint attempted to confirm the invoice after verifying the related documents.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/project/models/record.py"", line 410, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 1525, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-001405,EXEC-012434,TC-004859,Project
logs_001.txt:730,1994-09-21T21:38:28,The user verified the employee record but the system raised a validation exception.,AccessError,Access Denied: You do not have the required permissions.,/odoo/addons/subscriptions/models/record.py,330,action_confirm,"duplicate key value violates unique constraint ""subscriptions_unique_id""",Key (name)=(Test_Record_001) already exists.,400,67cae0b1-1496-4e07-ac6c-c4c0c89d3e6e,The API endpoint attempted to confirm the employee record and successfully completed the transaction.,logs_001.txt,"Traceback (most recent call last): File ""/odoo/addons/subscriptions/models/record.py"", line 330, in action_confirm self._validate_permissions() File ""/odoo/odoo/models.py"", line 2904, in _validate_permissions raise AccessError(""Access Denied"") odoo.exceptions.AccessError: Access Denied: You do not have the required permissions.",BUG-001949,EXEC-014942,TC-017352,Subscriptions
