screenshot_id,source_file,record_index,bug_id,execution_id,test_case_id,screen_name,module,buttons_json,labels_json,menus_json,dialog_boxes_json,tables_json,warning_messages_json,error_messages_json,field_values_json,captured_time,user_action
ocr_batch_003.json:235,ocr_batch_003.json,235,BUG-002732,EXEC-017023,TC-007688,CRM Dashboard,eCommerce,"[""Exactly"", ""Hospital""]","[""Of"", ""Question"", ""Occur"", ""Figure"", ""Hand"", ""Get"", ""Chance"", ""Turn""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Speech?""]","[""Talk List""]","[""The accountant deleted the POS receipt while ensuring all mandatory fields were populated.""]","[""The warehouse operator validated the employee record after verifying the related documents.""]","{""country"": ""factor"", ""reduce"": ""necessary"", ""night"": ""dream"", ""military"": ""weight"", ""analysis"": ""she""}",2022-11-09T07:58:35,The warehouse operator rejected the employee record triggering a workflow notification.
ocr_batch_003.json:236,ocr_batch_003.json,236,BUG-003145,EXEC-008594,TC-012665,Helpdesk Dashboard,Rental,"[""Perform"", ""Occur"", ""During"", ""Focus"", ""Just""]","[""Window"", ""Even"", ""Affect"", ""Something"", ""His"", ""City"", ""Artist"", ""Article""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Page?""]","[""Civil List""]","[""""]","[""The sales representative escalated the employee record while ensuring all mandatory fields were populated.""]","{""let"": ""box"", ""cultural"": ""head"", ""operation"": ""without"", ""explain"": ""lawyer"", ""clearly"": ""civil"", ""possible"": ""play""}",2007-03-16T11:28:28,The API endpoint processed the subscription renewal after verifying the related documents. The sales representative deleted the transfer while ensuring all mandatory fields were populated.
ocr_batch_003.json:237,ocr_batch_003.json,237,BUG-007416,EXEC-016380,TC-016300,Helpdesk Dashboard,Helpdesk,"[""Son"", ""Age"", ""Two""]","[""Mean"", ""Shake"", ""Development"", ""Cover""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm But?""]","[""Close List""]","[""""]","[""The user calculated the invoice while ensuring all mandatory fields were populated.""]","{""day"": ""traditional"", ""she"": ""use"", ""official"": ""term"", ""onto"": ""billion"", ""what"": ""even"", ""without"": ""appear""}",1993-12-22T13:18:57,The API endpoint validated the employee record and successfully completed the transaction.
ocr_batch_003.json:238,ocr_batch_003.json,238,BUG-004543,EXEC-001454,TC-018026,Project Dashboard,Project,"[""Do"", ""Know"", ""Collection"", ""Detail""]","[""Bring"", ""Southern"", ""Relationship"", ""Rule"", ""Expert"", ""Eight"", ""Cold""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Do?""]","[""Particularly List""]","[""""]","[""""]","{""analysis"": ""sound"", ""activity"": ""word"", ""politics"": ""usually""}",1984-09-24T06:43:57,The user attempted to confirm the incoming shipment which resulted in an AccessError. The API endpoint configured the subscription renewal but encountered a permission error.
ocr_batch_003.json:239,ocr_batch_003.json,239,BUG-002639,EXEC-009407,TC-000492,HR Dashboard,Subscriptions,"[""Measure"", ""Anything"", ""Easy""]","[""Evening"", ""It"", ""Skill""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Expert?""]","[""Performance List""]","[""""]","[""""]","{""discuss"": ""season"", ""organization"": ""prepare""}",2017-01-28T18:52:09,The warehouse operator rejected the incoming shipment and successfully completed the transaction.
ocr_batch_003.json:240,ocr_batch_003.json,240,BUG-005232,EXEC-010990,TC-012855,Project Dashboard,Studio,"[""And"", ""Should""]","[""Cultural"", ""South"", ""Purpose"", ""Form""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Book?""]","[""Surface List""]","[""""]","[""The sales representative attempted to confirm the transfer but encountered a permission error.""]","{""clear"": ""she"", ""rather"": ""loss"", ""in"": ""beyond"", ""person"": ""position"", ""too"": ""decide"", ""heavy"": ""just""}",2021-08-29T01:19:24,The accountant processed the incoming shipment but the system raised a validation exception.
ocr_batch_003.json:241,ocr_batch_003.json,241,BUG-009033,EXEC-009254,TC-015481,eCommerce Dashboard,Quality,"[""Car"", ""Experience"", ""Behavior"", ""Suggest""]","[""Reflect"", ""Live"", ""Year"", ""Some"", ""Bit"", ""Sing"", ""As""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Drop?""]","[""Against List""]","[""The system attempted to confirm the POS receipt after verifying the related documents.""]","[""""]","{""player"": ""mission"", ""sign"": ""together"", ""could"": ""medical"", ""travel"": ""home"", ""song"": ""seven"", ""administration"": ""yes""}",1983-02-07T21:40:45,The API endpoint deleted the manufacturing order which resulted in an AccessError. The system processed the incoming shipment while ensuring all mandatory fields were populated.
ocr_batch_003.json:242,ocr_batch_003.json,242,BUG-002931,EXEC-006479,TC-014025,Inventory Dashboard,Manufacturing,"[""Bill"", ""Order""]","[""Baby"", ""Somebody"", ""Himself"", ""Improve"", ""They"", ""Face""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Wonder?""]","[""Wife List""]","[""""]","[""""]","{""source"": ""section"", ""safe"": ""understand"", ""able"": ""risk"", ""by"": ""land"", ""value"": ""three"", ""trouble"": ""every""}",1978-03-21T02:16:52,The sales representative updated the transfer but the system raised a validation exception.
ocr_batch_003.json:243,ocr_batch_003.json,243,BUG-008531,EXEC-004086,TC-000348,Accounting Dashboard,Documents,"[""Race"", ""Deal"", ""Reveal""]","[""Four"", ""Democrat"", ""Challenge""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Campaign?""]","[""Represent List""]","[""The sales representative verified the incoming shipment which resulted in an AccessError.""]","[""The manager configured the employee record while ensuring all mandatory fields were populated.""]","{""good"": ""note"", ""important"": ""perhaps"", ""cut"": ""staff"", ""time"": ""actually"", ""system"": ""build""}",1973-03-08T16:40:07,The background job configured the invoice but the system raised a validation exception. The manager escalated the transfer which resulted in an AccessError.
ocr_batch_003.json:244,ocr_batch_003.json,244,BUG-002544,EXEC-019578,TC-018273,Purchase Dashboard,Subscriptions,"[""Reality"", ""Former"", ""Live"", ""Himself"", ""Use""]","[""Up"", ""It"", ""Address"", ""Let"", ""Bill""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Concern?""]","[""Series List""]","[""""]","[""""]","{""threat"": ""film"", ""still"": ""industry"", ""turn"": ""enough"", ""attack"": ""painting"", ""behind"": ""different"", ""dinner"": ""look""}",2019-11-17T22:04:23,The system updated the invoice which resulted in an AccessError.
ocr_batch_003.json:245,ocr_batch_003.json,245,BUG-001659,EXEC-014896,TC-000455,Project Dashboard,Rental,"[""Share"", ""Type""]","[""Speak"", ""Economy"", ""Law""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Drug?""]","[""Morning List""]","[""The background job deleted the employee record and successfully completed the transaction.""]","[""""]","{""scene"": ""view"", ""line"": ""field"", ""piece"": ""though"", ""future"": ""heavy"", ""could"": ""do""}",1972-08-12T07:56:37,The sales representative escalated the manufacturing order after verifying the related documents. The manager rejected the manufacturing order while ensuring all mandatory fields were populated.
ocr_batch_003.json:246,ocr_batch_003.json,246,BUG-003828,EXEC-001423,TC-000204,Project Dashboard,Inventory,"[""Prove"", ""Fall""]","[""Try"", ""Pay"", ""Outside"", ""Daughter"", ""Floor"", ""Two"", ""Response"", ""Marriage""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Ability?""]","[""Soldier List""]","[""""]","[""""]","{""Republican"": ""fish"", ""realize"": ""music"", ""lose"": ""late""}",2009-03-19T06:41:25,The system escalated the employee record but the system raised a validation exception.
ocr_batch_003.json:247,ocr_batch_003.json,247,BUG-007023,EXEC-009046,TC-014922,Documents Dashboard,Rental,"[""Support"", ""Life"", ""Management"", ""Blue""]","[""Seat"", ""Might"", ""Fear"", ""Less"", ""And"", ""Early"", ""Including"", ""Management""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Low?""]","[""Society List""]","[""""]","[""The sales representative escalated the subscription renewal and successfully completed the transaction.""]","{""in"": ""go"", ""base"": ""agree"", ""together"": ""sister"", ""religious"": ""continue"", ""most"": ""everything""}",2024-08-04T04:51:34,The system deleted the transfer while ensuring all mandatory fields were populated. The sales representative updated the manufacturing order after verifying the related documents.
ocr_batch_003.json:248,ocr_batch_003.json,248,BUG-006033,EXEC-014401,TC-016111,Sales Dashboard,Sales,"[""Ok"", ""American"", ""No""]","[""Goal"", ""Number"", ""If"", ""Manage"", ""Community"", ""Police"", ""Cause""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Into?""]","[""Really List""]","[""""]","[""""]","{""some"": ""religious"", ""trip"": ""current"", ""successful"": ""body""}",2022-05-13T04:05:30,The sales representative validated the subscription renewal and successfully completed the transaction.
ocr_batch_003.json:249,ocr_batch_003.json,249,BUG-009616,EXEC-012889,TC-017738,Subscriptions Dashboard,Subscriptions,"[""Sell"", ""Board"", ""Support""]","[""Service"", ""Only"", ""Perform"", ""Executive""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Eight?""]","[""On List""]","[""The sales representative processed the employee record triggering a workflow notification.""]","[""""]","{""bill"": ""baby"", ""political"": ""represent"", ""husband"": ""long"", ""fly"": ""but"", ""approach"": ""husband"", ""blood"": ""billion""}",1970-02-27T11:36:05,The background job processed the manufacturing order but encountered a permission error.
ocr_batch_003.json:250,ocr_batch_003.json,250,BUG-007888,EXEC-014384,TC-019107,Inventory Dashboard,POS,"[""Fly"", ""Treatment"", ""Push"", ""Resource""]","[""Break"", ""Similar"", ""These"", ""Participant"", ""Kind""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Music?""]","[""Note List""]","[""The background job validated the transfer while ensuring all mandatory fields were populated.""]","[""""]","{""exactly"": ""both"", ""item"": ""method"", ""our"": ""would"", ""let"": ""whose""}",2016-12-23T20:08:34,The sales representative validated the manufacturing order while ensuring all mandatory fields were populated.
ocr_batch_003.json:251,ocr_batch_003.json,251,BUG-006737,EXEC-011480,TC-006195,CRM Dashboard,Accounting,"[""Present"", ""Bill""]","[""Energy"", ""On"", ""Detail"", ""Take"", ""Figure"", ""Assume"", ""Safe"", ""Could""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Investment?""]","[""Good List""]","[""""]","[""The accountant attempted to confirm the POS receipt but the system raised a validation exception.""]","{""through"": ""raise"", ""way"": ""as"", ""everyone"": ""catch""}",1979-08-15T13:57:33,The system escalated the incoming shipment which resulted in an AccessError. The user calculated the invoice which resulted in an AccessError.
ocr_batch_003.json:252,ocr_batch_003.json,252,BUG-006600,EXEC-015101,TC-004983,Manufacturing Dashboard,HR,"[""Goal"", ""Green"", ""Form""]","[""Material"", ""Memory"", ""List"", ""More"", ""College""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Which?""]","[""Way List""]","[""""]","[""The accountant verified the invoice due to missing configuration settings.""]","{""yeah"": ""understand"", ""fight"": ""read"", ""how"": ""from"", ""term"": ""so""}",1980-02-18T02:12:06,The API endpoint escalated the subscription renewal while ensuring all mandatory fields were populated. The warehouse operator calculated the employee record but encountered a permission error.
ocr_batch_003.json:253,ocr_batch_003.json,253,BUG-008639,EXEC-009216,TC-008323,Accounting Dashboard,Maintenance,"[""Look"", ""Be""]","[""Deal"", ""National"", ""Indeed"", ""We"", ""List""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Country?""]","[""If List""]","[""""]","[""The accountant updated the incoming shipment while ensuring all mandatory fields were populated.""]","{""star"": ""line"", ""charge"": ""example""}",2005-01-24T21:03:19,The manager deleted the manufacturing order after verifying the related documents. The accountant rejected the incoming shipment and successfully completed the transaction.
ocr_batch_003.json:254,ocr_batch_003.json,254,BUG-000174,EXEC-011482,TC-001857,Maintenance Dashboard,HR,"[""Economic"", ""Paper""]","[""Fill"", ""Fire"", ""Executive"", ""Member"", ""Blue"", ""Tv"", ""While"", ""Young""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Together?""]","[""Far List""]","[""""]","[""The user configured the employee record which resulted in an AccessError.""]","{""situation"": ""station"", ""name"": ""girl"", ""Mr"": ""south"", ""claim"": ""my"", ""figure"": ""political"", ""alone"": ""across""}",1994-07-26T21:34:10,The API endpoint attempted to confirm the transfer which resulted in an AccessError. The warehouse operator configured the invoice due to missing configuration settings.
ocr_batch_003.json:255,ocr_batch_003.json,255,BUG-007557,EXEC-013354,TC-003647,eCommerce Dashboard,Subscriptions,"[""Industry"", ""Language"", ""Group"", ""Medical"", ""Condition""]","[""Cut"", ""Foreign"", ""Cell""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Traditional?""]","[""Partner List""]","[""""]","[""""]","{""idea"": ""her"", ""pressure"": ""other""}",1998-09-11T15:27:42,The accountant deleted the POS receipt but encountered a permission error. The system calculated the invoice which resulted in an AccessError.
ocr_batch_003.json:256,ocr_batch_003.json,256,BUG-009337,EXEC-008296,TC-019839,Accounting Dashboard,Manufacturing,"[""Method"", ""Above""]","[""Strong"", ""Then"", ""Defense""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Enjoy?""]","[""Seven List""]","[""""]","[""The system escalated the incoming shipment due to missing configuration settings.""]","{""Mrs"": ""network"", ""time"": ""front"", ""answer"": ""prove"", ""specific"": ""American"", ""argue"": ""history""}",1995-05-18T01:14:36,The accountant processed the incoming shipment which resulted in an AccessError. The background job updated the transfer but encountered a permission error.
ocr_batch_003.json:257,ocr_batch_003.json,257,BUG-000135,EXEC-003154,TC-015261,CRM Dashboard,Sales,"[""Drive"", ""Less""]","[""Never"", ""Million"", ""Bit"", ""Air""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Position?""]","[""On List""]","[""""]","[""The warehouse operator validated the POS receipt which resulted in an AccessError.""]","{""century"": ""now"", ""responsibility"": ""campaign"", ""piece"": ""education"", ""city"": ""find"", ""discover"": ""report"", ""arm"": ""college""}",1998-05-23T15:06:42,The manager escalated the subscription renewal which resulted in an AccessError.
ocr_batch_003.json:258,ocr_batch_003.json,258,BUG-002093,EXEC-017576,TC-005528,eCommerce Dashboard,Website,"[""Rate"", ""Garden"", ""Show"", ""Scientist"", ""Staff""]","[""State"", ""Agency"", ""Should"", ""Happy"", ""Blue"", ""Instead"", ""Worker"", ""Something""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Class?""]","[""Man List""]","[""""]","[""The manager verified the employee record after verifying the related documents.""]","{""voice"": ""foot"", ""low"": ""because""}",2022-03-10T17:12:15,The user validated the POS receipt while ensuring all mandatory fields were populated.
ocr_batch_003.json:259,ocr_batch_003.json,259,BUG-002849,EXEC-008158,TC-008956,Subscriptions Dashboard,eCommerce,"[""Want"", ""Despite"", ""Pass""]","[""Peace"", ""Off"", ""Street"", ""Especially"", ""Fire"", ""Long"", ""This"", ""Science""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Near?""]","[""Light List""]","[""""]","[""The user processed the manufacturing order but encountered a permission error.""]","{""may"": ""house"", ""election"": ""energy""}",1980-06-14T23:44:56,The warehouse operator processed the subscription renewal but the system raised a validation exception.
ocr_batch_003.json:260,ocr_batch_003.json,260,BUG-000828,EXEC-015136,TC-007448,eCommerce Dashboard,Project,"[""Performance"", ""Nice"", ""Of"", ""Street"", ""Several""]","[""Case"", ""Concern"", ""Security"", ""Let"", ""Side""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Certainly?""]","[""Possible List""]","[""""]","[""""]","{""model"": ""land"", ""long"": ""certainly"", ""drive"": ""guy"", ""voice"": ""ten""}",2009-05-20T11:39:52,The system processed the POS receipt while ensuring all mandatory fields were populated. The manager processed the manufacturing order and successfully completed the transaction.
ocr_batch_003.json:261,ocr_batch_003.json,261,BUG-003409,EXEC-012632,TC-004407,Website Dashboard,Project,"[""International"", ""Success"", ""No"", ""Air"", ""Admit""]","[""Figure"", ""Skin"", ""Off"", ""Low"", ""Development"", ""Machine""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Training?""]","[""Society List""]","[""The accountant validated the transfer due to missing configuration settings.""]","[""The user attempted to confirm the invoice which resulted in an AccessError.""]","{""other"": ""old"", ""Mr"": ""form""}",1976-02-09T09:40:45,The background job updated the invoice but the system raised a validation exception.
ocr_batch_003.json:262,ocr_batch_003.json,262,BUG-008136,EXEC-016364,TC-009693,Payroll Dashboard,Rental,"[""Rich"", ""Community"", ""Majority""]","[""Door"", ""So"", ""Become""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Water?""]","[""Add List""]","[""The accountant updated the invoice after verifying the related documents.""]","[""The background job deleted the invoice which resulted in an AccessError.""]","{""certain"": ""commercial"", ""why"": ""long"", ""inside"": ""professor""}",1988-05-17T15:22:18,The warehouse operator validated the POS receipt while ensuring all mandatory fields were populated.
ocr_batch_003.json:263,ocr_batch_003.json,263,BUG-002366,EXEC-003740,TC-002869,Subscriptions Dashboard,Rental,"[""Actually"", ""Today"", ""Theory"", ""Perform""]","[""Exist"", ""Future"", ""Run"", ""Subject"", ""Throughout"", ""Against"", ""Indeed"", ""Deep""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Student?""]","[""Across List""]","[""The API endpoint escalated the invoice which resulted in an AccessError.""]","[""The API endpoint attempted to confirm the employee record but the system raised a validation exception.""]","{""thus"": ""color"", ""be"": ""ago"", ""likely"": ""from"", ""dog"": ""red"", ""form"": ""some"", ""must"": ""answer""}",2008-11-03T23:48:53,The accountant configured the invoice but encountered a permission error.
ocr_batch_003.json:264,ocr_batch_003.json,264,BUG-008418,EXEC-008539,TC-009717,Rental Dashboard,Studio,"[""Claim"", ""Four"", ""Prepare""]","[""Different"", ""Beat"", ""Happen"", ""Per"", ""Smile"", ""Instead"", ""Better""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Human?""]","[""Religious List""]","[""""]","[""""]","{""few"": ""especially"", ""energy"": ""exist"", ""happen"": ""wall"", ""report"": ""I""}",2019-09-04T23:34:04,The sales representative rejected the employee record triggering a workflow notification.
ocr_batch_003.json:265,ocr_batch_003.json,265,BUG-007449,EXEC-017370,TC-014123,CRM Dashboard,Purchase,"[""Sense"", ""Effort""]","[""Ahead"", ""Open"", ""Price"", ""Reveal"", ""Organization"", ""Attorney""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Less?""]","[""Relate List""]","[""The user updated the subscription renewal which resulted in an AccessError.""]","[""""]","{""form"": ""power"", ""ten"": ""evening"", ""away"": ""sea""}",2014-09-22T09:55:28,The sales representative deleted the employee record and successfully completed the transaction. The manager verified the transfer and successfully completed the transaction.
ocr_batch_003.json:266,ocr_batch_003.json,266,BUG-005239,EXEC-002809,TC-004426,Sales Dashboard,Inventory,"[""Mean"", ""State"", ""Heart""]","[""Dark"", ""Part"", ""Maybe""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Prove?""]","[""Gas List""]","[""""]","[""""]","{""hand"": ""public"", ""explain"": ""should"", ""say"": ""dinner"", ""your"": ""child"", ""staff"": ""score"", ""security"": ""participant""}",1991-06-02T07:02:44,The API endpoint updated the subscription renewal and successfully completed the transaction. The API endpoint rejected the manufacturing order after verifying the related documents.
ocr_batch_003.json:267,ocr_batch_003.json,267,BUG-006889,EXEC-006625,TC-018098,Rental Dashboard,Payroll,"[""Film"", ""Least"", ""Available""]","[""Before"", ""Whether"", ""Difficult""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Themselves?""]","[""Pass List""]","[""""]","[""""]","{""green"": ""measure"", ""pressure"": ""affect"", ""meet"": ""list"", ""practice"": ""board"", ""determine"": ""sound"", ""two"": ""record""}",1997-06-12T07:19:09,The background job deleted the POS receipt but encountered a permission error. The background job deleted the incoming shipment due to missing configuration settings.
ocr_batch_003.json:268,ocr_batch_003.json,268,BUG-004567,EXEC-013031,TC-001972,Documents Dashboard,HR,"[""Large"", ""Second""]","[""Those"", ""Minute"", ""Today"", ""Natural"", ""Yet"", ""Attack"", ""Life""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Eat?""]","[""Religious List""]","[""The manager calculated the subscription renewal due to missing configuration settings.""]","[""The background job attempted to confirm the invoice which resulted in an AccessError.""]","{""health"": ""never"", ""father"": ""pretty"", ""school"": ""must"", ""center"": ""pull"", ""city"": ""big""}",1980-02-06T12:13:42,The manager updated the POS receipt which resulted in an AccessError.
ocr_batch_003.json:269,ocr_batch_003.json,269,BUG-000701,EXEC-005676,TC-007559,POS Dashboard,Subscriptions,"[""Play"", ""Provide""]","[""Imagine"", ""Meeting"", ""Throughout""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Red?""]","[""Finally List""]","[""The manager calculated the transfer after verifying the related documents.""]","[""""]","{""I"": ""form"", ""action"": ""such"", ""set"": ""game"", ""professional"": ""always"", ""staff"": ""almost""}",1988-10-02T15:40:44,The warehouse operator validated the invoice due to missing configuration settings.
ocr_batch_003.json:270,ocr_batch_003.json,270,BUG-007413,EXEC-011487,TC-002423,Documents Dashboard,Accounting,"[""Of"", ""Standard"", ""Look""]","[""Charge"", ""Arm"", ""Many""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Sort?""]","[""Energy List""]","[""The user processed the subscription renewal after verifying the related documents.""]","[""""]","{""cost"": ""pass"", ""head"": ""baby"", ""increase"": ""put"", ""project"": ""maybe"", ""positive"": ""trip"", ""worker"": ""follow""}",2018-07-16T18:51:28,The manager processed the manufacturing order which resulted in an AccessError.
ocr_batch_003.json:271,ocr_batch_003.json,271,BUG-008253,EXEC-017446,TC-014803,Helpdesk Dashboard,Website,"[""Talk"", ""Establish""]","[""Raise"", ""Issue"", ""Campaign"", ""Beyond"", ""Control"", ""Street""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm But?""]","[""Teacher List""]","[""""]","[""""]","{""social"": ""last"", ""teacher"": ""move"", ""southern"": ""cut"", ""ten"": ""bad""}",2009-01-27T10:06:16,The API endpoint updated the employee record due to missing configuration settings.
ocr_batch_003.json:272,ocr_batch_003.json,272,BUG-009686,EXEC-018244,TC-018725,Inventory Dashboard,eCommerce,"[""Author"", ""Performance"", ""Standard"", ""Read""]","[""Research"", ""According"", ""Little"", ""Serve"", ""Again""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Data?""]","[""Sell List""]","[""""]","[""The manager rejected the subscription renewal after verifying the related documents.""]","{""loss"": ""offer"", ""store"": ""open"", ""item"": ""onto"", ""need"": ""high"", ""agreement"": ""discover"", ""interesting"": ""without""}",2011-08-17T05:01:54,The manager configured the incoming shipment which resulted in an AccessError. The accountant deleted the employee record triggering a workflow notification.
ocr_batch_003.json:273,ocr_batch_003.json,273,BUG-004363,EXEC-002072,TC-001530,Documents Dashboard,Website,"[""Party"", ""Fall"", ""Amount""]","[""Create"", ""View"", ""Choose"", ""Involve""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Including?""]","[""Forget List""]","[""The accountant configured the employee record due to missing configuration settings.""]","[""""]","{""however"": ""animal"", ""morning"": ""table"", ""whose"": ""probably""}",2025-04-14T07:57:25,The API endpoint configured the employee record triggering a workflow notification. The accountant configured the employee record triggering a workflow notification.
ocr_batch_003.json:274,ocr_batch_003.json,274,BUG-000764,EXEC-016900,TC-014506,Knowledge Dashboard,Helpdesk,"[""Old"", ""Stuff"", ""Measure""]","[""Like"", ""Help"", ""Start"", ""Employee"", ""Teach"", ""Church"", ""Accept"", ""Set""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Court?""]","[""Letter List""]","[""The accountant attempted to confirm the transfer triggering a workflow notification.""]","[""""]","{""course"": ""democratic"", ""over"": ""school"", ""wrong"": ""share"", ""significant"": ""most"", ""apply"": ""check""}",1985-06-10T22:40:25,The user configured the transfer but the system raised a validation exception. The manager rejected the subscription renewal which resulted in an AccessError.
ocr_batch_003.json:275,ocr_batch_003.json,275,BUG-003562,EXEC-011705,TC-010786,Manufacturing Dashboard,Project,"[""Model"", ""Million"", ""Customer""]","[""Produce"", ""Source"", ""Traditional"", ""Surface"", ""Bit"", ""Manage"", ""Expert"", ""Way""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Value?""]","[""Wait List""]","[""The accountant configured the subscription renewal after verifying the related documents.""]","[""""]","{""name"": ""throughout"", ""star"": ""consider"", ""goal"": ""sure"", ""particular"": ""only"", ""then"": ""mean""}",1985-10-31T01:40:58,The manager configured the transfer which resulted in an AccessError.
ocr_batch_003.json:276,ocr_batch_003.json,276,BUG-001301,EXEC-009471,TC-017609,CRM Dashboard,Subscriptions,"[""Such"", ""Consumer"", ""Section"", ""Leader"", ""Rule""]","[""Even"", ""Little"", ""Century"", ""Benefit"", ""Choose""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Beat?""]","[""Seem List""]","[""The manager deleted the subscription renewal and successfully completed the transaction.""]","[""""]","{""large"": ""light"", ""see"": ""during"", ""place"": ""rest""}",2023-09-18T12:21:23,The API endpoint verified the incoming shipment after verifying the related documents. The warehouse operator rejected the POS receipt but the system raised a validation exception.
ocr_batch_003.json:277,ocr_batch_003.json,277,BUG-002850,EXEC-002567,TC-009125,Payroll Dashboard,HR,"[""Man"", ""Skin"", ""Special"", ""Top""]","[""Hand"", ""Sometimes"", ""Raise"", ""Gun"", ""Give"", ""Sense"", ""Important""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Help?""]","[""Result List""]","[""""]","[""""]","{""animal"": ""room"", ""wonder"": ""game"", ""general"": ""beautiful""}",1975-07-06T01:19:29,The system calculated the manufacturing order and successfully completed the transaction.
ocr_batch_003.json:278,ocr_batch_003.json,278,BUG-009373,EXEC-000847,TC-011440,Helpdesk Dashboard,Helpdesk,"[""Phone"", ""Hear"", ""This"", ""Take""]","[""Agency"", ""Light"", ""Tend""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Tough?""]","[""Top List""]","[""The API endpoint deleted the manufacturing order and successfully completed the transaction.""]","[""The background job escalated the manufacturing order but encountered a permission error.""]","{""practice"": ""form"", ""offer"": ""side""}",2016-06-09T09:14:17,The accountant updated the invoice due to missing configuration settings.
ocr_batch_003.json:279,ocr_batch_003.json,279,BUG-000731,EXEC-012964,TC-018352,Knowledge Dashboard,Accounting,"[""Well"", ""Few""]","[""Artist"", ""Traditional"", ""Soon"", ""Congress"", ""Camera"", ""Specific"", ""National"", ""Truth""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Myself?""]","[""Foot List""]","[""""]","[""The API endpoint escalated the manufacturing order but encountered a permission error.""]","{""cultural"": ""stop"", ""job"": ""statement"", ""west"": ""employee"", ""couple"": ""own""}",1971-03-12T23:39:30,The background job updated the POS receipt while ensuring all mandatory fields were populated. The sales representative verified the manufacturing order triggering a workflow notification.
